,VENUE,H_TEAM,LAT,LNG,LOCATION,MANUAL_ENTRY_x,CAPACITY,MANUAL_ENTRY_y
138,O.A.C.A.,PANATHINAIKOS BSA ATHENS,38.037713,23.7842981,"Albany, Linn County, Oregon, United States",False,19443,False
139,O.A.K.A.,MAROUSSI BC,38.037713,23.7842981,"Marousi, Vorios Tomeas Athinon, Greece",False,19443,False
140,O.A.K.A.,PANATHINAIKOS,38.037713,23.7842981,"Marousi, Vorios Tomeas Athinon, Greece",False,19443,False
141,O.A.K.A.,PANATHINAIKOS ATHENS,38.037713,23.7842981,"Marousi, Vorios Tomeas Athinon, Greece",False,19443,False
142,O2 ARENA,CSKA MOSCOW,51.503038,0.0031543,"Greater London, England, United Kingdom",False,20000,False
143,O2 ARENA,FC BARCELONA REGAL,51.503038,0.0031543,"Greater London, England, United Kingdom",False,20000,False
144,O2 ARENA,OLYMPIACOS PIRAEUS,51.503038,0.0031543,"Greater London, England, United Kingdom",False,20000,False
145,O2 WORLD,ALBA BERLIN,52.5063143,13.4436316,"Bezirk Friedrichshain-Kreuzberg, Berlin, Kreisfreie Stadt Berlin, Berlin, Germany",False,20000,False
146,O2 WORLD,OLYMPIACOS PIRAEUS,52.5063143,13.4436316,"Bezirk Friedrichshain-Kreuzberg, Berlin, Kreisfreie Stadt Berlin, Berlin, Germany",False,20000,False
147,O2 WORLD,PANATHINAIKOS,52.5063143,13.4436316,"Bezirk Friedrichshain-Kreuzberg, Berlin, Kreisfreie Stadt Berlin, Berlin, Germany",False,20000,False
148,O2 WORLD,REGAL FC BARCELONA,52.5063143,13.4436316,"Bezirk Friedrichshain-Kreuzberg, Berlin, Kreisfreie Stadt Berlin, Berlin, Germany",False,20000,False
149,OAKA,PANATHINAIKOS ATHENS,38.037713,23.7842981,"Marousi, Vorios Tomeas Athinon, Greece",False,19443,False
150,OAKA,PANATHINAIKOS OPAP ATHENS,38.037713,23.7842981,"Marousi, Vorios Tomeas Athinon, Greece",False,19443,False
151,OAKA Altion,PANATHINAIKOS ATHENS,38.037713,23.7842981,"Marousi, Vorios Tomeas Athinon, Greece",False,19443,False
152,OAKA Altion,PANATHINAIKOS OPAP ATHENS,38.037713,23.7842981,"Marousi, Vorios Tomeas Athinon, Greece",False,19443,False
153,OLIVIA SPORT HALL,ASSECO PROKOM SOPOT,54.401361928821714,18.5720242181974,"Gdansk,Poland",True,5500,True
154,OLIVIA SPORT HALL,PROKOM TREFL SOPOT,54.401361928821714,18.5720242181974,"Gdansk,Poland",True,5500,True
155,OLYMPIC COMPLEX-HELLINIKON,PANIONIOS ON TELECOMS,37.89705461699136,23.723174116641285,"Athens,Greece",True,15000,False
156,OLYMPIC SPORTS CENTER ATHENS,PANATHINAIKOS ATHENS,38.0386851,23.7864059,"Athina, Vorios Tomeas Athinon, Greece",False,69618,False
157,OLYMPIC SPORTS CENTER ATHENS,PANATHINAIKOS OPAP ATHENS,38.0386851,23.7864059,"Athina, Vorios Tomeas Athinon, Greece",False,69618,False
158,OLYMPIC SPORTS CENTER ATHENS,PANATHINAIKOS SUPERFOODS ATHENS,38.0386851,23.7864059,"Athina, Vorios Tomeas Athinon, Greece",False,69618,False
159,PAB. DEP. COMUNIDAD DE MADRID,MONTEPASCHI SIENA,40.4167515,-3.7038322,"Community of Madrid, Madrid, Spain",False,12000,True
160,PAB. DEP. COMUNIDAD DE MADRID,REAL MADRID,40.4167515,-3.7038322,"Community of Madrid, Madrid, Spain",False,12000,True
161,PAB. DEP. COMUNIDAD DE MADRID,TAU CERAMICA,40.4167515,-3.7038322,"Community of Madrid, Madrid, Spain",False,12000,True
162,PABELLON FUENTE DE SAN LUIS,POWER ELECTRONICS VALENCIA,39.4516754,-0.3660431,"València, Valencia, Comunidad Valenciana, Spain",False,9000,False
163,PABELLON FUENTE DE SAN LUIS,VALENCIA BASKET,39.4516754,-0.3660431,"València, Valencia, Comunidad Valenciana, Spain",False,9000,False
164,PALA DEL MAURO,AIR AVELLINO,40.9261703,14.7897444,"Avellino, Avellino, Provincia di Avellino, Campania, Italy",False,5300,True
165,PALA DESIO,BENNET CANTU,45.6133041,9.1931028,"Desio, Desio, Provincia di Monza e della Brianza, Lombardia, Italy",False,6700,False
166,PALA DESIO,MAPOORO CANTU,45.6133041,9.1931028,"Desio, Desio, Provincia di Monza e della Brianza, Lombardia, Italy",False,6700,False
167,PALABANCODESIO,AX ARMANI EXCHANGE OLIMPIA MILAN,45.6133041,9.1931028,"Desio, Desio, Provincia di Monza e della Brianza, Lombardia, Italy",False,6700,False
168,PALABANCODESIO,EA7 EMPORIO ARMANI MILAN,45.6133041,9.1931028,"Desio, Desio, Provincia di Monza e della Brianza, Lombardia, Italy",False,6700,False
169,PALACE OF SPORT,BUDIVELNIK KIEV,50.43718550000001,30.5224655,"Pechers'kyi district, Kyiv, Kyiv City, Kyiv, Ukraine",False,10000,False
170,PALACE OF SPORTS KHODYNKA,CSKA MOSCOW,50.43718550000001,30.5224655,"Pechers'kyi district, Kyiv, Kyiv City, Kyiv, Ukraine",False,12824,False
171,PALACIO DE DEPORTES COMUNIDAD DE MADRID,MACCABI ELITE TEL AVIV,40.42387859999999,-3.6717512,"Madrid, Madrid, Comunidad de Madrid, Spain",False,17453,False
172,PALACIO DE DEPORTES COMUNIDAD DE MADRID,MONTEPASCHI SIENA,40.42387859999999,-3.6717512,"Madrid, Madrid, Comunidad de Madrid, Spain",False,17453,False
173,PALACIO DE DEPORTES COMUNIDAD DE MADRID,REAL MADRID,40.42387859999999,-3.6717512,"Madrid, Madrid, Comunidad de Madrid, Spain",False,17453,False
174,PALACIO DE DEPORTES DE LA COMUNIDAD DE MADRID,REAL MADRID,40.42387859999999,-3.6717512,"Madrid, Madrid, Comunidad de Madrid, Spain",False,17453,False
175,PALACIO DE DEPORTES JOSE MARIA MARTIN CARPENA,UNICAJA MALAGA,36.6825857,-4.4604807,"Málaga, Málaga, Andalucía, Spain",False,11300,False
176,PALACIO DE LOS DEPORTES J.M. MARTIN CARPENA,UNICAJA,36.6827921576941,-4.460491423022162,"Malaga,Spain",True,11300,False
177,PALACIO DE LOS DEPORTES J.M. MARTIN CARPENA,UNICAJA MALAGA,36.6827921576941,-4.460491423022162,"Malaga,Spain",True,11300,False
178,PALACIO DEPORTES DE LA COMUNIDAD DE MADRID,REAL MADRID,40.42387859999999,-3.6717512,"Madrid, Madrid, Comunidad de Madrid, Spain",False,17453,False
179,PALACIO VISTALEGRE,REAL MADRID,40.3860038,-3.7385633,"Madrid, Madrid, Comunidad de Madrid, Spain",False,14000,False
180,PALADESIO,EA7 EMPORIO ARMANI MILAN,45.6133041,9.1931028,"Desio, Desio, Provincia di Monza e della Brianza, Lombardia, Italy",False,6700,False
181,PALADOZZA,VIRTUS SEGAFREDO BOLOGNA,44.4999036,11.332551,"Bologna, Bologna, Città Metropolitana di Bologna, Emilia-Romagna, Italy",False,5570,False
182,PALAESTRA,MONTEPASCHI SIENA,43.3339948380905,11.313794342788334,"Siena,Italy",True,8725,False
183,PALAIS DES SPORTS,ARIS THESSALONIKI,40.626838414590836,22.95735296858016,"Grigoriou Lampraki 2, Thessaloniki 546 36, Grčija",False,12000,False
184,PALAIS DES SPORTS,ARIS TT BANK,40.626838414590836,22.95735296858016,"Grigoriou Lampraki 2, Thessaloniki 546 36, Grčija",False,12000,False
185,PALAIS DES SPORTS,ENTENTE ORLEANAISE,48.832764,2.2863009,"Paris, Département de Paris, Île-de-France, France",False,12000,False
186,PALAIS DES SPORTS JEAN WEILLE,SLUC NANCY,48.6992588,6.139349999999999,"Nancy, Meurthe-et-Moselle, Grand Est, France",False,6000,True
187,PALAIS DES SPORTS JEAN WEILLE,SLUC NANCY BASKET,48.6992588,6.139349999999999,"Nancy, Meurthe-et-Moselle, Grand Est, France",False,6000,True
188,PALAIS OMNISPORTS DE PARIS-BERCY,CSKA MOSCOW,48.8385379,2.3785842,"Paris, Département de Paris, Île-de-France, France",False,15609,False
189,PALAIS OMNISPORTS DE PARIS-BERCY,PARTIZAN,48.8385379,2.3785842,"Paris, Département de Paris, Île-de-France, France",False,15609,False
190,PALAIS OMNISPORTS DE PARIS-BERCY,REGAL FC BARCELONA,48.8385379,2.3785842,"Paris, Département de Paris, Île-de-France, France",False,15609,False
191,PALALIDO,ARMANI JEANS MILANO,45.4827546,9.1422451,"Milano, Milano, Città Metropolitana di Milano, Lombardia, Italy",False,5420,False
192,PALALOTTOMATICA,LOTTOMATICA ROMA,41.8252861,12.4665778,"Roma, Roma, Città Metropolitana di Roma, Lazio, Italy",False,11200,False
193,PALALOTTOMATICA,VIRTUS ROMA,41.8252861,12.4665778,"Roma, Roma, Città Metropolitana di Roma, Lazio, Italy",False,11200,False
194,PALAMALAGUTI,VIRTUS VIDIVICI BOLOGNA,44.4858825,11.2483012,"Zona Industriale Via del Lavoro, Casalecchio di Reno, Città Metropolitana di Bologna, Emilia-Romagna, Italy",False,11000,False
195,PALASERRADIMIGNI,DINAMO BANCO DI SARDEGNA SASSARI,40.7170208,8.5829602,"Sassari, Sassari, Provincia di Sassari, Sardegna, Italy",False,4500,True
196,PALASPORTS MENS SANA,MONTEPASCHI,43.3340339,11.3137407,"Siena, Siena, Provincia di Siena, Toscana, Italy",False,6000,True
197,PALASPORTS MENS SANA,MONTEPASCHI SIENA,43.3340339,11.3137407,"Siena, Siena, Provincia di Siena, Toscana, Italy",False,6000,True
198,PALAU BLAUGRANA,AXA FC BARCELONA,41.3800515,2.1201319,"Barcelona, Barcelona, Catalunya, Spain",False,7585,False
199,PALAU BLAUGRANA,FC BARCELONA,41.3800515,2.1201319,"Barcelona, Barcelona, Catalunya, Spain",False,7585,False
200,PALAU BLAUGRANA,FC BARCELONA LASSA,41.3800515,2.1201319,"Barcelona, Barcelona, Catalunya, Spain",False,7585,False
201,PALAU BLAUGRANA,FC BARCELONA REGAL,41.3800515,2.1201319,"Barcelona, Barcelona, Catalunya, Spain",False,7585,False
202,PALAU BLAUGRANA,REGAL FC BARCELONA,41.3800515,2.1201319,"Barcelona, Barcelona, Catalunya, Spain",False,7585,False
203,PALAU BLAUGRANA,REGAL FC BARCELONA ,41.3800515,2.1201319,"Barcelona, Barcelona, Catalunya, Spain",False,7585,False
204,PALAU OLÍMPIC DE BADALONA,DKV JOVENTUT ,41.4425079,2.2319852,"Badalona, Barcelona, Catalunya, Spain",False,12760,False
205,PALAU SANT JORDI,MACCABI ELECTRA TEL AVIV,41.36337169999999,2.152593,"Barcelona, Barcelona, Catalunya, Spain",False,17960,False
206,PALAU SANT JORDI,PANATHINAIKOS,41.36337169999999,2.152593,"Barcelona, Barcelona, Catalunya, Spain",False,17960,False
207,PALAU SANT JORDI,REAL MADRID,41.36337169999999,2.152593,"Barcelona, Barcelona, Catalunya, Spain",False,17960,False
208,PALAZZO DELLO SPORT,LOTTOMATICA ROMA,41.8252861,12.4665778,"Roma, Roma, Città Metropolitana di Roma, Lazio, Italy",False,11200,False
209,PEACE AND FRIENDSHIP STADIUM,OLYMPIACOS,37.9423908,23.6677262,"Pireas, Piraeus Regional Unit, Greece",False,11640,False
210,PEACE AND FRIENDSHIP STADIUM,OLYMPIACOS PIRAEUS,37.9423908,23.6677262,"Pireas, Piraeus Regional Unit, Greece",False,11640,False
211,PEACE AND FRIENDSHIP STADIUM,OLYMPIACOS PIRAEUS B.C.,37.9423908,23.6677262,"Pireas, Piraeus Regional Unit, Greece",False,11640,False
212,PEACE AND FRIENDSHIP STADIUM,OLYMPIACOS PIRAEUS BC,37.9423908,23.6677262,"Pireas, Piraeus Regional Unit, Greece",False,11640,False
213,PIONIR,CRVENA ZVEZDA TELEKOM BELGRADE,44.815548,20.4847738,"Beograd, Grad Beograd, Serbia",False,8000,False
214,PIONIR,PARTIZAN,44.815548,20.4847738,"Beograd, Grad Beograd, Serbia",False,8000,False
215,PIONIR,PARTIZAN BC,44.815548,20.4847738,"Beograd, Grad Beograd, Serbia",False,8000,False
216,PIONIR,PARTIZAN IGOKEA,44.815548,20.4847738,"Beograd, Grad Beograd, Serbia",False,8000,False
217,PIONIR,PARTIZAN MT:S,44.815548,20.4847738,"Beograd, Grad Beograd, Serbia",False,8000,False
218,PIONIR,PARTIZAN MT:S BELGRADE,44.815548,20.4847738,"Beograd, Grad Beograd, Serbia",False,8000,False
219,PIONIR,PARTIZAN NIS BELGRADE,44.815548,20.4847738,"Beograd, Grad Beograd, Serbia",False,8000,False
220,REGIONALNE CENTRUM SPORTOWE,PGE TUROW ZGORZELEC,51.3954639,16.198417,"Lubin, Powiat lubiński, Dolnośląskie, Poland",False,6000,True
221,RHENUS SPORT,STRASBOURG,48.59946,7.765324,"Strasbourg, Bas-Rhin, Grand Est, France",False,6200,False
222,RTL SPIROUDOME,BELGACOM SPIROU,50.4239284,4.4462651,"Charleroi, Hainaut, Région Wallonne, Belgium",False,6300,False
223,RTL SPIROUDOME,BELGACOM SPIROU BASKET,50.4239284,4.4462651,"Charleroi, Hainaut, Région Wallonne, Belgium",False,6300,False
224,RTL SPIROUDOME,SPIROU CHARLEROI,50.4239284,4.4462651,"Charleroi, Hainaut, Région Wallonne, Belgium",False,6300,False
225,S.DARIUS AND S.GIRENAS SPORT CENTER,ZALGIRIS,54.89749279999999,23.937315,"Kaunas, Kauno apskritis, Lithuania",False,12000,False
226,SALLE GASTON MEDECIN,AS MONACO,43.72829849998817,7.415046372222514,Monaco,True,4600,False
227,SIBUR ARENA,ZENIT ST PETERSBURG,59.97150046811357,30.226670363412893,"Saint Petersburg,Russia",True,7120,False
228,SIEMENS ARENA,LIETUVOS RYTAS,54.716712578837885,25.279792716351977,"Vilnius,Lithuania",True,10000,False
229,SIEMENS ARENA,LIETUVOS RYTAS VILNIUS,54.716712578837885,25.279792716351977,"Vilnius,Lithuania",True,10000,False
230,SINAN ERDEM ARENA,ANADOLU EFES ISTANBUL,40.9881234,28.85273279999999,"Zuhuratbaba, Bakırköy, İstanbul, Türkiye",False,16000,False
231,SINAN ERDEM ARENA,CSKA MOSCOW,40.9881234,28.85273279999999,"Zuhuratbaba, Bakırköy, İstanbul, Türkiye",False,16000,False
232,SINAN ERDEM ARENA,EFES PILSEN ISTANBUL,40.9881234,28.85273279999999,"Zuhuratbaba, Bakırköy, İstanbul, Türkiye",False,16000,False
233,SINAN ERDEM ARENA,FENERBAHCE ULKER,40.9881234,28.85273279999999,"Zuhuratbaba, Bakırköy, İstanbul, Türkiye",False,16000,False
234,SINAN ERDEM ARENA,FENERBAHCE ULKER ISTANBUL,40.9881234,28.85273279999999,"Zuhuratbaba, Bakırköy, İstanbul, Türkiye",False,16000,False
235,SINAN ERDEM ARENA,OLYMPIACOS PIRAEUS,40.9881234,28.85273279999999,"Zuhuratbaba, Bakırköy, İstanbul, Türkiye",False,16000,False
236,SINAN ERDEM ARENA,PANATHINAIKOS ATHENS,40.9881234,28.85273279999999,"Zuhuratbaba, Bakırköy, İstanbul, Türkiye",False,16000,False
237,SINAN ERDEM DOME,ANADOLU EFES ISTANBUL,40.9881234,28.85273279999999,"Zuhuratbaba, Bakırköy, İstanbul, Türkiye",False,16000,False
238,SINAN ERDEM DOME,CSKA MOSCOW,40.9881234,28.85273279999999,"Zuhuratbaba, Bakırköy, İstanbul, Türkiye",False,16000,False
239,SINAN ERDEM DOME,FENERBAHCE ISTANBUL,40.9881234,28.85273279999999,"Zuhuratbaba, Bakırköy, İstanbul, Türkiye",False,16000,False
240,SINAN ERDEM DOME,REAL MADRID,40.9881234,28.85273279999999,"Zuhuratbaba, Bakırköy, İstanbul, Türkiye",False,16000,False
241,SINAN ERDEM DOME.,ANADOLU EFES ISTANBUL,40.9881234,28.85273279999999,"Zuhuratbaba, Bakırköy, İstanbul, Türkiye",False,16000,False
242,SINAN ERDEM SPORTS HALL,ANADOLU EFES ISTANBUL,40.9881234,28.85273279999999,"Zuhuratbaba, Bakırköy, İstanbul, Türkiye",False,16000,False
243,SINAN ERDEM SPORTS HALL.,ANADOLU EFES ISTANBUL,40.9881234,28.85273279999999,"Zuhuratbaba, Bakırköy, İstanbul, Türkiye",False,16000,False
244,SINAN ERDEM SPORTS HALL.,FENERBAHCE BEKO ISTANBUL,40.9881234,28.85273279999999,"Zuhuratbaba, Bakırköy, İstanbul, Türkiye",False,16000,False
245,SPIROU DOME,SPIROU BASKET,50.4239284,4.4462651,"Charleroi, Hainaut, Région Wallonne, Belgium",False,6300,False
246,SPORTS PALACE YANTARNY,CSKA MOSCOW,54.8752803,19.9393105,"Yantarny, Yantarnyi, Kaliningrad Oblast, Russia",False,7000,False
247,STARK ARENA,CRVENA ZVEZDA MTS BELGRADE,44.814327411447245,20.42139689276783,"Belgrade,Serbia",True,19394,False
248,STARK ARENA,CSKA MOSCOW,44.814327411447245,20.42139689276783,"Belgrade,Serbia",True,19394,False
249,STARK ARENA,FC BARCELONA,44.814327411447245,20.42139689276783,"Belgrade,Serbia",True,19394,False
250,STARK ARENA,FENERBAHCE DOGUS ISTANBUL,44.814327411447245,20.42139689276783,"Belgrade,Serbia",True,19394,False
251,STARK ARENA,OLYMPIACOS PIRAEUS,44.814327411447245,20.42139689276783,"Belgrade,Serbia",True,19394,False
252,STARK ARENA,PARTIZAN MOZZART BET BELGRADE,44.814327411447245,20.42139689276783,"Belgrade,Serbia",True,19394,False
253,STARK ARENA,REAL MADRID,44.814327411447245,20.42139689276783,"Belgrade,Serbia",True,19394,False
254,STECHERT ARENA,BROSE BASKETS,49.87912450403806,10.920404315305277,"Bamberg,Germany",True,6150,False
255,STECHERT ARENA,BROSE BASKETS BAMBERG,49.87912450403806,10.920404315305277,"Bamberg,Germany",True,6150,False
256,STOZICE ARENA,UNION OLIMPIJA,46.0813903,14.5214679,"Ljubljana, Slovenia",False,12480,False
257,STOZICE ARENA,UNION OLIMPIJA LJUBLJANA,46.0813903,14.5214679,"Ljubljana, Slovenia",False,12480,False
258,SVYTURIO ARENA,NEPTUNAS KLAIPEDA,55.6874,21.1518,"Klaipėda, Klaipėdos apskritis, Lithuania",False,6200,False
259,Salle Gaston Medecin,AS MONACO,43.72829849998817,7.415046372222514,Monaco,True,4600,False
260,TASOS PAPADOPOULOS “ELEFTHERIA”,PANATHINAIKOS ATHENS,35.14748,33.3119735,"Makedonitissa, Egkomi, Nicosia, Cyprus",False,6000,False
261,TIVOLI  ARENA,UNION OLIMPIJA,46.059993324167344,14.49490159211311,"Ljubljana,Slovenia",True,7000,False
262,ULKER SPORTS AND EVENT HALL,FB DOGUS,40.992856,29.104796,"Barbaros Mah, Ataşehir, İstanbul, Türkiye",False,13800,True
263,ULKER SPORTS AND EVENT HALL,FENERBAHCE BEKO ISTANBUL,40.992856,29.104796,"Barbaros Mah, Ataşehir, İstanbul, Türkiye",False,13800,True
264,ULKER SPORTS AND EVENT HALL,FENERBAHCE DOGUS ISTANBUL,40.992856,29.104796,"Barbaros Mah, Ataşehir, İstanbul, Türkiye",False,13800,True
265,ULKER SPORTS AND EVENT HALL,FENERBAHCE ISTANBUL,40.992856,29.104796,"Barbaros Mah, Ataşehir, İstanbul, Türkiye",False,13800,True
266,ULKER SPORTS ARENA,FENERBAHCE DOGUS ISTANBUL,40.992856,29.104796,"Barbaros Mah, Ataşehir, İstanbul, Türkiye",False,13800,True
267,ULKER SPORTS ARENA,FENERBAHCE ISTANBUL,40.992856,29.104796,"Barbaros Mah, Ataşehir, İstanbul, Türkiye",False,13800,True
268,ULKER SPORTS ARENA,FENERBAHCE ULKER ISTANBUL,40.992856,29.104796,"Barbaros Mah, Ataşehir, İstanbul, Türkiye",False,13800,True
269,UNIVERSAL SPORTS HALL CSKA,CSKA MOSCOW,55.7951,37.5404,"Severnyy administrativnyy okrug, Moskva, Khoroshevskiy, Moskva, Moskva, Russia",False,5000,True
270,USH CSKA,CSKA MOSCOW,55.7951,37.5404,"Severnyy administrativnyy okrug, Moskva, Khoroshevskiy, Moskva, Moskva, Russia",False,13000,False
271,VIRTUS SEGAFREDO ARENA,VIRTUS SEGAFREDO BOLOGNA,44.51016414513931,11.367522362481049,"Bologna,Italy",True,10000,True
272,VOLKSWAGEN ARENA ,DARUSSAFAKA DOGUS ISTANBUL,41.10879997945014,29.00777976429429,"Istanbul,Turkey",True,5240,True
273,VOLKSWAGEN ARENA ,DARUSSAFAKA TEKFEN ISTANBUL,41.10879997945014,29.00777976429429,"Istanbul,Turkey",True,5240,True
274,WESER-EMS-HALLE,EWE BASKETS OLDENBURG,53.1468293,8.227569299999999,"Oldenburg, Kreisfreie Stadt Oldenburg, Niedersachsen, Germany",False,6069,True
275,WIZINK CENTER,REAL MADRID,40.42387859999999,-3.6717512,"Madrid, Madrid, Comunidad de Madrid, Spain",False,17453,False
276,YUBILEYNY SPORTS PALACE,ZENIT ST PETERSBURG,59.9502805,30.2916124,"Sankt-Peterburg, Petrogradskiy, Sankt-Peterburg, Russia",False,7044,False
277,ZALGIRIO ARENA,ZALGIRIS KAUNAS,54.89052459394121,23.91456783344643,"Kaunas,Lithuania",True,15415,True
278,ZALGIRIS ARENA,ZALGIRIS KAUNAS,54.89052459394121,23.91456783344643,"Kaunas,Lithuania",True,15415,True
279,ZENITH,ENTENTE ORLEANAISE,47.87048443345012,1.9127842661295085,"Orleans,France",True,7000,False
280,Zenith,ENTENTE ORLEANAISE,47.87048443345012,1.9127842661295085,"Orleans,France",True,7000,False
